date,system,pattern,wins,losses,n,win_rate
2026-08-18,v4,niconico|nikoichi|P,370,354,724,51.10
2026-08-18,v4,sansan|telecho|P,166,175,341,48.68
2026-08-18,v4,telecho|nikoichi|B,1186,1086,2272,52.20
2026-08-18,v4,telecho|nikoichi|P,1145,1167,2312,49.52
2026-08-18,v4,telecho|telecho|B,2238,2188,4426,50.56
2026-08-19,v3,niconico|dragon|B,922,916,1838,50.16
2026-08-19,v3,niconico|nikoichi|B,351,354,705,49.79
2026-08-19,v3,niconico|nikoichi|P,379,362,741,51.15
2026-08-19,v3,sansan|telecho|P,392,362,754,51.99
2026-08-19,v3,telecho|nikoichi|P,1232,1233,2465,49.98
2026-08-19,v3,telecho|telecho|B,3971,3791,7762,51.16
2026-08-19,v4,bline|telecho|B,4288,4120,8408,51.00
2026-08-19,v4,niconico|dragon|B,1186,1164,2350,50.47
2026-08-19,v4,niconico|nikoichi|B,351,354,705,49.79
2026-08-19,v4,niconico|nikoichi|P,379,361,740,51.22
2026-08-19,v4,sansan|telecho|P,168,179,347,48.41
2026-08-19,v4,telecho|nikoichi|B,1214,1107,2321,52.31
2026-08-19,v4,telecho|nikoichi|P,1176,1186,2362,49.79
2026-08-19,v4,telecho|telecho|B,2266,2218,4484,50.54
2026-08-20,v3,niconico|dragon|B,933,929,1862,50.11
2026-08-20,v3,niconico|nikoichi|B,361,367,728,49.59
2026-08-20,v3,niconico|nikoichi|P,387,370,757,51.12
2026-08-20,v3,sansan|telecho|P,394,365,759,51.91
2026-08-20,v3,telecho|nikoichi|P,1248,1252,2500,49.92
2026-08-20,v3,telecho|telecho|B,4000,3817,7817,51.17
2026-08-20,v4,bline|telecho|B,4356,4187,8543,50.99
2026-08-20,v4,niconico|dragon|B,1197,1177,2374,50.42
2026-08-20,v4,niconico|nikoichi|B,361,367,728,49.59
2026-08-20,v4,niconico|nikoichi|P,387,369,756,51.19
2026-08-20,v4,sansan|telecho|P,170,182,352,48.30
2026-08-20,v4,telecho|nikoichi|B,1245,1127,2372,52.49
2026-08-20,v4,telecho|nikoichi|P,1192,1205,2397,49.73
2026-08-20,v4,telecho|telecho|B,2295,2244,4539,50.56
2026-08-21,v3,niconico|dragon|B,952,941,1893,50.29
2026-08-21,v3,niconico|nikoichi|B,370,375,745,49.66
2026-08-21,v3,niconico|nikoichi|P,395,375,770,51.30
2026-08-21,v3,sansan|telecho|P,396,366,762,51.97
2026-08-21,v3,telecho|nikoichi|P,1267,1275,2542,49.84
2026-08-21,v3,telecho|telecho|B,4037,3845,7882,51.22
2026-08-21,v4,bline|telecho|B,4417,4261,8678,50.90
2026-08-21,v4,niconico|dragon|B,1216,1189,2405,50.56
2026-08-21,v4,niconico|nikoichi|B,370,375,745,49.66
2026-08-21,v4,niconico|nikoichi|P,395,374,769,51.37
2026-08-21,v4,sansan|telecho|P,172,183,355,48.45
2026-08-21,v4,telecho|nikoichi|B,1269,1150,2419,52.46
2026-08-21,v4,telecho|nikoichi|P,1211,1228,2439,49.65
2026-08-21,v4,telecho|telecho|B,2332,2272,4604,50.65
2026-08-22,v3,niconico|dragon|B,963,956,1919,50.18
2026-08-22,v3,niconico|nikoichi|B,377,381,758,49.74
2026-08-22,v3,niconico|nikoichi|P,405,383,788,51.40
2026-08-22,v3,sansan|telecho|P,402,369,771,52.14
2026-08-22,v3,telecho|nikoichi|P,1289,1300,2589,49.79
2026-08-22,v3,telecho|telecho|B,4081,3876,7957,51.29
2026-08-22,v4,bline|telecho|B,4494,4335,8829,50.90
2026-08-22,v4,niconico|dragon|B,1227,1204,2431,50.47
2026-08-22,v4,niconico|nikoichi|B,377,381,758,49.74
2026-08-22,v4,niconico|nikoichi|P,405,382,787,51.46
2026-08-22,v4,sansan|telecho|P,178,186,364,48.90
2026-08-22,v4,telecho|nikoichi|B,1295,1164,2459,52.66
2026-08-22,v4,telecho|nikoichi|P,1233,1253,2486,49.60
2026-08-22,v4,telecho|telecho|B,2376,2303,4679,50.78
